"Date","Price","Open","High","Low","Vol.","Change %"
"05/14/2020","237.21","227.25","237.24","223.98","140.55M","2.21%"
"05/13/2020","232.08","241.67","242.33","225.46","139.67M","-3.10%"
"05/12/2020","239.50","244.85","247.97","239.18","103.10M","-0.68%"
"05/11/2020","241.15","244.15","244.15","236.34","112.47M","-1.91%"
"05/08/2020","245.84","237.39","246.17","236.60","136.41M","5.62%"
"05/07/2020","232.75","231.73","236.14","230.75","98.58M","0.29%"
"05/06/2020","232.08","234.31","234.88","228.84","137.32M","1.45%"
"05/05/2020","228.77","233.45","235.78","227.54","135.51M","1.35%"
"05/04/2020","225.73","213.27","225.98","211.92","121.93M","5.45%"
"05/01/2020","214.07","227.04","230.97","210.30","135.79M","-8.67%"
"04/30/2020","234.40","252.59","255.09","230.74","141.53M","-3.32%"
"04/29/2020","242.45","238.42","243.52","237.13","169.42M","3.96%"
"04/28/2020","233.21","240.96","242.67","229.90","149.71M","-2.00%"
"04/27/2020","237.96","221.96","238.10","220.98","137.25M","8.07%"
"04/24/2020","220.20","216.90","222.03","215.05","82.71M","2.19%"
"04/23/2020","215.49","219.35","222.46","215.04","87.92M","-1.96%"
"04/22/2020","219.80","215.32","220.25","210.78","87.81M","4.54%"
"04/21/2020","210.25","221.88","225.50","207.99","118.93M","-6.94%"
"04/20/2020","225.92","222.08","230.64","218.23","104.53M","-1.18%"
"04/17/2020","228.62","231.68","232.29","226.66","124.22M","2.67%"
"04/16/2020","222.68","218.72","226.15","215.64","90.88M","0.54%"
"04/15/2020","221.48","226.06","227.81","217.03","112.53M","0.02%"
"04/14/2020","221.44","220.28","229.97","218.45","119.63M","6.13%"
"04/13/2020","208.64","199.88","208.99","194.39","138.36M","6.37%"
"04/09/2020","196.14","194.68","199.76","192.76","216.63M","4.85%"
"04/08/2020","187.07","184.59","187.95","180.03","155.04M","3.32%"
"04/07/2020","181.06","181.44","187.60","178.03","167.24M","6.13%"
"04/06/2020","170.61","168.75","171.28","164.93","141.65M","7.69%"
"04/03/2020","158.43","166.15","167.48","155.78","126.24M","2.63%"
"04/02/2020","154.37","161.85","166.44","151.84","125.96M","-4.92%"
"04/01/2020","162.36","172.24","172.24","160.53","152.71M","-8.07%"
"03/31/2020","176.61","173.25","184.40","172.60","274.35M","1.51%"
"03/30/2020","173.99","176.58","177.42","170.37","130.87M","-1.97%"
"03/27/2020","177.49","174.94","181.25","170.97","142.23M","-3.25%"
"03/26/2020","183.45","186.71","190.22","179.38","176.25M","-0.59%"
"03/25/2020","184.53","190.08","192.59","176.65","250.77M","5.99%"
"03/24/2020","174.10","161.86","176.41","159.43","195.30M","18.42%"
"03/23/2020","147.02","149.51","151.18","142.26","179.21M","-1.06%"
"03/20/2020","148.60","152.53","163.04","147.44","197.19M","-0.39%"
"03/19/2020","149.18","135.07","156.05","128.98","193.06M","11.01%"
"03/18/2020","134.39","147.05","147.64","126.13","190.50M","-15.15%"
"03/17/2020","158.38","161.94","168.83","147.78","153.98M","-2.35%"
"03/16/2020","162.19","171.47","175.86","161.82","151.02M","-16.37%"
"03/13/2020","193.94","204.22","208.33","178.81","169.02M","1.30%"
"03/12/2020","191.45","201.58","202.44","187.06","130.71M","-11.22%"
"03/11/2020","215.64","221.02","221.26","211.13","133.38M","-3.07%"
"03/10/2020","222.46","223.01","225.11","207.23","137.64M","6.96%"
"03/09/2020","207.98","218.68","222.08","207.73","151.74M","-12.88%"
"03/06/2020","238.74","237.63","241.62","234.71","145.10M","-3.49%"
"03/05/2020","247.38","249.46","253.85","246.13","109.35M","-3.94%"
"03/04/2020","257.52","259.64","259.73","250.44","100.59M","1.36%"
"03/03/2020","254.06","270.37","270.37","247.26","141.53M","-1.14%"
"03/02/2020","257.00","247.53","257.02","240.95","132.74M","7.83%"
"02/28/2020","238.33","229.19","242.28","223.10","163.49M","-1.18%"
"02/27/2020","241.18","253.58","255.28","238.59","157.77M","-9.16%"
"02/26/2020","265.49","266.87","274.83","264.91","122.51M","-1.56%"
"02/25/2020","269.71","285.38","286.69","267.40","141.14M","-4.12%"
"02/24/2020","281.31","285.99","287.96","279.24","140.52M","-6.22%"
"02/21/2020","299.97","302.74","303.94","295.57","82.05M","-0.59%"
"02/20/2020","301.74","303.23","304.07","292.82","78.58M","-0.86%"
"02/19/2020","304.37","305.17","310.18","300.98","99.25M","4.38%"
"02/18/2020","291.60","289.17","292.61","286.61","92.62M","3.98%"
"02/14/2020","280.43","279.75","284.20","278.74","71.98M","-0.94%"
"02/13/2020","283.09","275.38","286.34","268.82","102.16M","2.61%"
"02/12/2020","275.89","277.43","280.69","275.00","135.99M","0.11%"
"02/11/2020","275.58","273.05","277.78","270.93","105.36M","0.84%"
"02/10/2020","273.28","279.10","283.09","268.73","109.27M","2.10%"
"02/07/2020","267.66","266.01","272.42","264.07","128.26M","-0.88%"
"02/06/2020","270.04","262.36","280.52","258.98","121.36M","0.42%"
"02/05/2020","268.90","286.93","291.77","261.85","213.74M","-11.44%"
"02/04/2020","303.64","301.92","321.18","292.25","154.50M","8.71%"
"02/03/2020","279.31","256.44","280.56","256.44","137.91M","11.24%"
"01/31/2020","251.09","248.53","251.70","246.72","94.97M","0.75%"
"01/30/2020","249.21","247.54","250.73","244.18","84.68M","4.93%"
"01/29/2020","237.50","236.86","239.65","234.80","65.92M","0.94%"
"01/28/2020","235.29","234.83","237.26","233.00","95.09M","1.06%"
"01/27/2020","232.83","229.72","234.65","228.71","85.87M","-1.58%"
"01/24/2020","236.56","239.52","240.19","234.17","93.75M","-1.39%"
"01/23/2020","239.90","238.20","240.35","233.96","104.98M","0.16%"
"01/22/2020","239.51","240.70","245.03","237.47","78.38M","1.77%"
"01/21/2020","235.34","232.34","235.60","231.94","79.85M","2.88%"
"01/17/2020","228.76","228.16","230.22","227.06","64.65M","-0.25%"
"01/16/2020","229.34","224.76","229.67","224.76","73.92M","-0.16%"
"01/15/2020","229.70","232.13","234.52","229.45","81.14M","-1.95%"
"01/14/2020","234.28","234.83","236.69","231.44","78.10M","1.44%"
"01/13/2020","230.95","224.00","231.12","223.59","82.05M","4.64%"
"01/10/2020","220.70","222.83","223.02","219.86","64.93M","-0.81%"
"01/09/2020","222.51","225.95","226.18","219.65","90.65M","-0.64%"
"01/08/2020","223.95","220.81","225.54","218.89","91.49M","1.80%"
"01/07/2020","220.00","219.40","220.46","217.04","80.36M","1.26%"
"01/06/2020","217.27","214.68","217.27","214.68","64.07M","0.30%"
"01/03/2020","216.61","218.09","220.18","215.80","73.25M","-0.30%"
"01/02/2020","217.27","214.80","217.27","213.14","61.83M","2.12%"
"12/31/2019","212.76","209.42","213.56","208.95","44.82M","0.59%"
"12/30/2019","211.52","215.16","215.33","210.39","55.05M","-1.90%"
"12/27/2019","215.62","217.23","217.23","214.66","44.64M","-0.23%"
"12/26/2019","216.12","215.85","216.61","215.09","45.46M","0.40%"
"12/24/2019","215.25","213.91","215.33","212.74","23.41M","0.49%"
"12/23/2019","214.20","213.91","215.49","213.38","77.99M","0.86%"
"12/20/2019","212.38","213.55","214.03","211.49","78.66M","0.34%"
"12/19/2019","211.67","211.26","212.37","210.24","67.13M","0.61%"
"12/18/2019","210.38","204.75","210.80","204.75","72.83M","2.75%"
"12/17/2019","204.74","204.32","205.95","203.57","54.36M","-0.01%"
"12/16/2019","204.77","199.74","205.26","199.74","72.78M","3.20%"
"12/13/2019","198.42","200.55","201.80","197.62","50.52M","-0.89%"
"12/12/2019","200.21","196.58","200.81","196.37","69.04M","2.21%"
"12/11/2019","195.88","195.18","197.08","195.06","48.75M","0.68%"
"12/10/2019","194.55","192.74","195.12","192.24","50.69M","0.97%"
"12/09/2019","192.69","192.09","193.89","191.73","38.32M","0.18%"
"12/06/2019","192.34","191.84","193.24","191.78","48.25M","1.20%"
"12/05/2019","190.05","191.28","191.82","189.53","37.34M","-0.81%"
"12/04/2019","191.61","192.21","192.95","191.55","45.06M","0.10%"
"12/03/2019","191.42","190.74","191.72","189.14","56.91M","-0.59%"
"12/02/2019","192.55","192.02","194.29","191.60","50.78M","0.26%"
"11/29/2019","192.06","192.66","192.66","191.42","20.12M","-0.46%"
"11/27/2019","192.95","192.25","193.70","191.86","49.86M","0.71%"
"11/26/2019","191.59","192.29","192.32","190.73","47.82M","-0.65%"
"11/25/2019","192.85","193.15","193.61","191.55","56.67M","1.21%"
"11/22/2019","190.54","189.69","191.33","188.75","66.70M","-1.08%"
"11/21/2019","192.62","194.19","195.14","192.34","54.31M","-0.32%"
"11/20/2019","193.24","197.74","197.74","192.56","61.56M","-2.40%"
"11/19/2019","197.99","197.56","198.73","195.76","50.46M","0.54%"
"11/18/2019","196.92","198.05","198.50","195.86","53.42M","-0.52%"
"11/15/2019","197.95","197.02","198.31","196.60","44.19M","0.87%"
"11/14/2019","196.24","196.43","197.80","195.82","47.11M","-0.10%"
"11/13/2019","196.43","201.81","201.81","196.13","56.59M","-2.36%"
"11/12/2019","201.17","201.11","202.09","199.97","50.24M","0.24%"
"11/11/2019","200.68","200.15","201.48","198.97","38.98M","0.87%"
"11/08/2019","198.94","197.04","198.94","195.42","42.37M","0.78%"
"11/07/2019","197.41","196.64","199.55","196.45","57.03M","1.00%"
"11/06/2019","195.46","194.45","195.46","192.71","56.95M","0.77%"
"11/05/2019","193.97","194.81","196.38","193.90","54.00M","-0.05%"
"11/04/2019","194.07","192.72","195.09","192.39","66.05M","1.11%"
"11/01/2019","191.94","189.55","191.95","189.50","71.54M","1.55%"
"10/31/2019","189.01","189.41","190.02","187.80","43.62M","-0.72%"
"10/30/2019","190.38","191.21","191.39","188.43","46.71M","-0.75%"
"10/29/2019","191.82","189.30","193.95","189.30","68.51M","0.37%"
"10/28/2019","191.12","192.65","194.76","190.00","70.86M","-0.35%"
"10/25/2019","191.79","182.99","192.31","182.99","92.32M","4.52%"
"10/24/2019","183.49","188.43","188.43","181.61","159.82M","2.30%"
"10/23/2019","179.37","177.99","179.44","176.20","64.42M","0.58%"
"10/22/2019","178.33","176.79","179.58","175.48","54.99M","1.14%"
"10/21/2019","176.32","179.67","180.04","175.35","48.11M","-1.39%"
"10/18/2019","178.81","178.23","179.58","178.16","57.14M","-0.04%"
"10/17/2019","178.88","179.84","180.21","178.38","42.19M","-0.07%"
"10/16/2019","179.01","178.43","180.90","178.37","48.78M","0.63%"
"10/15/2019","177.89","174.77","178.55","173.51","47.73M","1.87%"
"10/14/2019","174.63","172.35","175.02","172.08","43.91M","1.14%"
"10/11/2019","172.66","171.05","174.39","171.05","56.26M","2.06%"
"10/10/2019","169.17","168.60","170.36","167.96","46.72M","0.86%"
"10/09/2019","167.72","166.67","168.44","166.41","31.78M","0.91%"
"10/08/2019","166.20","167.55","168.11","165.25","52.09M","-1.25%"
"10/07/2019","168.31","166.74","169.61","165.50","46.31M","0.22%"
"10/04/2019","167.94","168.29","168.36","166.18","44.15M","-0.12%"
"10/03/2019","168.15","166.20","168.18","163.37","69.13M","-0.53%"
"10/02/2019","169.05","173.11","173.11","166.96","89.05M","-2.71%"
"10/01/2019","173.76","177.16","177.50","173.11","57.04M","-1.85%"
"09/30/2019","177.03","177.05","177.61","175.46","36.65M","0.20%"
"09/27/2019","176.67","177.64","178.83","175.35","51.82M","-0.37%"
"09/26/2019","177.33","174.86","177.77","173.32","48.34M","1.98%"
"09/25/2019","173.89","171.60","174.30","169.94","40.74M","1.44%"
"09/24/2019","171.42","176.93","177.05","170.70","56.09M","-2.90%"
"09/23/2019","176.54","176.45","177.96","174.42","35.08M","-0.08%"
"09/20/2019","176.68","178.21","179.18","176.40","67.05M","-0.81%"
"09/19/2019","178.13","180.03","180.51","178.03","40.19M","-0.52%"
"09/18/2019","179.07","179.45","180.64","178.23","36.36M","-0.38%"
"09/17/2019","179.76","177.50","180.01","176.09","44.51M","1.14%"
"09/16/2019","177.73","180.34","180.87","177.10","71.98M","-2.49%"
"09/13/2019","182.26","183.82","184.72","182.14","43.48M","-0.09%"
"09/12/2019","182.42","183.42","184.93","181.47","52.67M","-0.52%"
"09/11/2019","183.37","181.28","183.37","179.61","50.30M","1.16%"
"09/10/2019","181.26","177.45","181.26","176.71","83.55M","0.16%"
"09/09/2019","180.97","178.41","182.16","178.25","62.58M","2.20%"
"09/06/2019","177.07","177.29","177.90","175.79","39.43M","-0.19%"
"09/05/2019","177.41","175.06","178.63","175.02","56.62M","2.13%"
"09/04/2019","173.71","172.54","174.85","172.54","41.80M","1.35%"
"09/03/2019","171.40","171.91","172.92","170.07","39.17M","-0.60%"
"08/30/2019","172.44","173.23","174.30","171.61","47.58M","0.87%"
"08/29/2019","170.95","169.84","171.23","169.60","33.55M","1.73%"
"08/28/2019","168.05","164.79","168.46","164.17","47.56M","1.67%"
"08/27/2019","165.29","167.58","168.36","165.05","35.96M","-0.79%"
"08/26/2019","166.60","167.11","167.71","165.40","42.88M","0.84%"
"08/23/2019","165.21","168.88","170.56","164.73","63.05M","-3.59%"
"08/22/2019","171.37","171.56","173.02","170.09","32.89M","0.29%"
"08/21/2019","170.87","171.51","171.63","170.15","32.87M","-0.12%"
"08/20/2019","171.07","172.16","172.70","170.84","34.76M","-0.86%"
"08/19/2019","172.56","172.50","173.00","171.27","32.30M","1.46%"
"08/16/2019","170.07","168.03","170.44","168.03","39.04M","1.56%"
"08/15/2019","167.46","170.91","171.13","165.76","58.03M","-1.78%"
"08/14/2019","170.49","175.87","175.87","170.18","67.26M","-4.66%"
"08/13/2019","178.82","177.40","180.69","175.90","41.03M","0.80%"
"08/12/2019","177.40","179.39","180.11","177.21","27.99M","-2.01%"
"08/09/2019","181.03","182.13","182.94","179.95","49.73M","-1.25%"
"08/08/2019","183.32","181.24","183.67","180.95","37.64M","1.48%"
"08/07/2019","180.64","177.20","181.00","176.17","56.67M","0.77%"
"08/06/2019","179.26","179.32","179.81","177.18","66.08M","1.15%"
"08/05/2019","177.23","179.24","179.24","175.83","66.40M","-1.83%"
"08/02/2019","180.53","180.17","181.55","178.94","58.37M","-0.40%"
"08/01/2019","181.26","186.62","187.94","180.31","85.23M","-1.80%"
"07/31/2019","184.58","185.43","186.41","182.47","79.40M","-0.15%"
"07/30/2019","184.86","182.76","184.86","182.10","52.66M","0.24%"
"07/29/2019","184.42","182.83","184.84","182.28","53.29M","0.79%"
"07/26/2019","182.97","182.35","183.87","181.41","63.82M","0.01%"
"07/25/2019","182.96","183.93","184.33","181.33","166.82M","-5.99%"
"07/24/2019","194.61","192.21","194.89","191.65","81.06M","1.02%"
"07/23/2019","192.65","190.30","193.16","189.50","98.07M","2.02%"
"07/22/2019","188.84","190.43","191.79","188.38","53.43M","-0.48%"
"07/19/2019","189.75","189.75","190.93","189.23","56.03M","0.56%"
"07/18/2019","188.70","189.07","189.27","187.81","36.31M","-0.40%"
"07/17/2019","189.45","191.08","191.09","188.66","41.70M","-0.62%"
"07/16/2019","190.64","188.42","190.87","187.18","47.26M","0.24%"
"07/15/2019","190.18","189.27","190.18","187.27","51.45M","0.79%"
"07/12/2019","188.69","184.98","188.90","184.98","58.18M","2.46%"
"07/11/2019","184.16","183.53","184.60","182.95","40.68M","0.61%"
"07/10/2019","183.05","183.08","183.89","182.06","44.43M","0.92%"
"07/09/2019","181.39","181.38","181.87","179.96","39.23M","-0.41%"
"07/08/2019","182.13","182.61","183.60","181.92","35.64M","-0.61%"
"07/05/2019","183.25","182.42","183.92","181.40","34.88M","0.13%"
"07/03/2019","183.01","184.10","185.10","182.60","38.96M","1.32%"
"07/02/2019","180.63","182.24","182.45","179.49","47.05M","-0.86%"
"07/01/2019","182.19","183.79","184.89","180.98","58.49M","0.36%"
"06/28/2019","181.53","180.50","182.66","180.50","58.28M","0.41%"
"06/27/2019","180.79","179.77","181.11","179.32","58.80M","1.49%"
"06/26/2019","178.14","177.50","180.28","176.89","54.82M","0.71%"
